"מועדון","שם","מפתח","סוג","ממצא","פירוט","עונות במאגר","עונות ויקיפדיה","עונות התאחדות","עונות worldfootball","עמדה מאגר","עמדה ויקיפדיה","עמדה wf","לידה מאגר","לידה ויקיפדיה","לידה wf","תיקון מוצע"
"חיפהdle","שלומי אזולאי","15560","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","09/10, 17/18","-","09/10, 17/18","-","","","","","","",""
"חיפהdle","שלומי אזולאי","15560","עמדה","אין בשום מקור","","09/10, 17/18","-","09/10, 17/18","-","","","","","","",""
"חיפהdle","שלומי אזולאי","15560","שנת לידה","אין בשום מקור","","09/10, 17/18","-","09/10, 17/18","-","","","","","","",""
"חיפהdle","אנדריי פילבסקי","121795","עמדה","אין בשום מקור","","10/11, 12/13-13/14","-","10/11, 12/13-13/14","-","","","","","","",""
"חיפהdle","אנדריי פילבסקי","121795","שנת לידה","אין בשום מקור","","10/11, 12/13-13/14","-","10/11, 12/13-13/14","-","","","","","","",""
"חיפהdle","סארי פלאח","57679","עונות","המאגר קצר מדי","חסרות 09/10","10/11-13/14","09/10-13/14","10/11-11/12, 13/14","10/11-13/14","DF","DF","DF","1991","1991","1991","""57679"": { ""spells"": [[2010,2014]] }"
"חיפהdle","שאדי שעבאן","","עונות","המאגר קצר מדי","חסרות 12/13","10/11-11/12","10/11-12/13","-","-","MF","MF","","1992","1992","","""שאדי שעבאן"": { ""spells"": [[2011,2013]] }"
"חיפהdle","אדין צוצאליץ'","134058","עונות","סתירה","ויקיפדיה מוסיפה 14/15 · המאגר מוסיף 11/12","11/12-13/14","12/13-14/15","11/12-13/14","11/12-13/14","DF","DF","DF","1987","1987","1987",""
"חיפהdle","אוראל דגני","2177","עונות","המאגר קצר מדי","חסרות 13/14","11/12-12/13, 14/15-15/16","11/12-15/16","11/12-12/13, 14/15-15/16","11/12-12/13, 14/15-15/16","DF","DF","DF","1989","1989","1989","""2177"": { ""spells"": [[2012,2016]] }"
"חיפהdle","אלון תורג'מן","3916","עונות","המאגר קצר מדי","חסרות 15/16-16/17","11/12-14/15","11/12-16/17","11/12-14/15","11/12-14/15","FW","FW","FW","1991","1991","1991","""3916"": { ""spells"": [[2012,2017]] }"
"חיפהdle","אסמאעיל ריאן","68591","עונות","סתירה","ויקיפדיה מוסיפה 14/15 · המאגר מוסיף 11/12","11/12-13/14, 15/16-16/17","12/13-16/17","15/16-16/17","16/17","DF","","DF","1994","","1994",""
"חיפהdle","אסמאעיל ריאן","68591","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","11/12-13/14, 15/16-16/17","12/13-16/17","15/16-16/17","16/17","DF","","DF","1994","","1994",""
"חיפהdle","אסף מנדס","2968","עמדה","אין בשום מקור","","11/12","-","11/12","-","","","","","","",""
"חיפהdle","אסף מנדס","2968","שנת לידה","אין בשום מקור","","11/12","-","11/12","-","","","","","","",""
"חיפהdle","במידלה ימפולסקי","1328","עמדה","אין בשום מקור","","11/12-12/13","-","11/12-12/13","-","","","","","","",""
"חיפהdle","במידלה ימפולסקי","1328","שנת לידה","אין בשום מקור","","11/12-12/13","-","11/12-12/13","-","","","","","","",""
"חיפהdle","גבריאל גרינר","47317","עמדה","אין בשום מקור","","11/12","-","11/12","-","","","","","","",""
"חיפהdle","גבריאל גרינר","47317","שנת לידה","אין בשום מקור","","11/12","-","11/12","-","","","","","","",""
"חיפהdle","דלה ימפולסקי","","עמדה","סתירה","מאגר: FW · ויקיפדיה: MF","11/12-12/13","11/12-12/13","-","-","FW","MF","","1988","1988","",""
"חיפהdle","דניאל ססארץ","134146","עמדה","אין בשום מקור","","11/12","-","11/12","-","","","","","","",""
"חיפהdle","דניאל ססארץ","134146","שנת לידה","אין בשום מקור","","11/12","-","11/12","-","","","","","","",""
"חיפהdle","ויאם עמאשה","11700","עונות","המאגר קצר מדי","חסרות 13/14","11/12-12/13, 14/15","11/12-14/15","11/12-12/13, 14/15","11/12-12/13, 14/15","FW","FW","FW","1985","1985","1985","""11700"": { ""spells"": [[2012,2015]] }"
"חיפהdle","חן עזריאל","21740","עונות","המאגר קצר מדי","חסרות 12/13-14/15","11/12","11/12-14/15","11/12","-","FW","FW","","1988","1988","","""21740"": { ""spells"": [[2012,2015]] }"
"חיפהdle","עטאא ג'אבר","68201","עונות","סתירה","ויקיפדיה מוסיפה 14/15, 16/17 · המאגר מוסיף 11/12","11/12-13/14, 15/16","12/13-16/17","13/14, 15/16","11/12-13/14, 15/16","MF","MF","MF","1994","1994","1994",""
"חיפהdle","ערן רוזנבאום","4051","עמדה","אין בשום מקור","","11/12","-","11/12","-","","","","","","",""
"חיפהdle","ערן רוזנבאום","4051","שנת לידה","אין בשום מקור","","11/12","-","11/12","-","","","","","","",""
"חיפהdle","שובל גוזלן","75011","עונות","סתירה","ויקיפדיה מוסיפה 14/15, 16/17 · המאגר מוסיף 11/12","11/12-13/14, 15/16","12/13-16/17","13/14, 15/16","-","FW","FW","","1994","1994","",""
"חיפהdle","אביחי ידין","19305","עונות","המאגר קצר מדי","חסרות 15/16","12/13-14/15","12/13-15/16","12/13-14/15","13/14-14/15","DF","MF","DF","1986","1986","1986","""19305"": { ""spells"": [[2013,2016]] }"
"חיפהdle","אביחי ידין","19305","עמדה","סתירה","מאגר: DF · ויקיפדיה: MF · worldfootball: DF","12/13-14/15","12/13-15/16","12/13-14/15","13/14-14/15","DF","MF","DF","1986","1986","1986",""
"חיפהdle","אמיר נסראלדין","54270","עמדה","אין בשום מקור","","12/13","-","12/13","-","","","","","","",""
"חיפהdle","אמיר נסראלדין","54270","שנת לידה","אין בשום מקור","","12/13","-","12/13","-","","","","","","",""
"חיפהdle","אמרי זייד","48330","עמדה","אין בשום מקור","","12/13","-","12/13","-","","","","","","",""
"חיפהdle","אמרי זייד","48330","שנת לידה","אין בשום מקור","","12/13","-","12/13","-","","","","","","",""
"חיפהdle","דור כוכב","48323","עונות","המאגר קצר מדי","חסרות 13/14-15/16","12/13","12/13-15/16","12/13","-","MF","MF","","1993","1993","","""48323"": { ""spells"": [[2013,2016]] }"
"חיפהdle","דינו אנדלובו","123818","עונות","המאגר קצר מדי","חסרות 13/14","12/13","12/13-13/14","12/13","-","FW","FW","","1990","1990","","""123818"": { ""spells"": [[2013,2014]] }"
"חיפהdle","דניאל הבר","144267","עונות","סתירה","ויקיפדיה מוסיפה 13/14 · המאגר מוסיף 12/13","12/13","13/14","12/13","12/13","FW","FW","FW","1992","1992","1992",""
"חיפהdle","חן עזרא","22596","עמדה","סתירה","מאגר: FW · ויקיפדיה: MF · worldfootball: FW","12/13-15/16","12/13-15/16","12/13-15/16","12/13-15/16","FW","MF","FW","1989","1989","1989",""
"חיפהdle","מרטינס דפקוס","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","12/13-13/14","-","-","-","DF","","","1993","","",""
"חיפהdle","אלעד גבאי","33401","עמדה","סתירה","מאגר: MF · ויקיפדיה: DF · worldfootball: MF","13/14-14/15","13/14-14/15","13/14-14/15","13/14-14/15","MF","DF","MF","1985","1985","1985",""
"חיפהdle","דור חוגי","","עונות","סתירה","ויקיפדיה מוסיפה 14/15-15/16 · המאגר מוסיף 13/14","13/14","14/15-15/16","-","-","FW","FW","","1995","1995","",""
"חיפהdle","יובל יוסיפוביץ","56348","עמדה","אין בשום מקור","","13/14, 15/16","-","13/14, 15/16","-","","","","","","",""
"חיפהdle","יובל יוסיפוביץ","56348","שנת לידה","אין בשום מקור","","13/14, 15/16","-","13/14, 15/16","-","","","","","","",""
"חיפהdle","מיכה לאוטה","45813","עמדה","אין בשום מקור","","13/14","-","13/14","-","","","","","","",""
"חיפהdle","מיכה לאוטה","45813","שנת לידה","אין בשום מקור","","13/14","-","13/14","-","","","","","","",""
"חיפהdle","עדי קונסטנטינוס","56101","עונות","המאגר קצר מדי","חסרות 14/15-17/18","13/14","13/14-17/18","13/14","13/14","MF","MF","MF","1994","1994","1994","""56101"": { ""spells"": [[2014,2018]] }"
"חיפהdle","רובן סרנה","145182","עמדה","אין בשום מקור","","13/14-14/15","-","13/14-14/15","-","","","","","","",""
"חיפהdle","רובן סרנה","145182","שנת לידה","אין בשום מקור","","13/14-14/15","-","13/14-14/15","-","","","","","","",""
"חיפהdle","שון וייסמן","65429","עונות","סתירה","ויקיפדיה מוסיפה 16/17-17/18 · המאגר מוסיף 13/14","13/14-15/16, 18/19","14/15-18/19","15/16, 18/19","13/14-14/15, 18/19","FW","FW","FW","1996","1996","1996",""
"חיפהdle","שמעון אבו חצירא","25941","עונות","המאגר קצר מדי","חסרות 14/15","13/14, 15/16","13/14-15/16","13/14, 15/16","-","FW","","","1986","","","""25941"": { ""spells"": [[2014,2016]] }"
"חיפהdle","שמעון אבו חצירא","25941","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","13/14, 15/16","13/14-15/16","13/14, 15/16","-","FW","","","1986","","",""
"חיפהdle","תאמאש פרישקין","","עונות","סתירה","ויקיפדיה מוסיפה 14/15 · המאגר מוסיף 13/14","13/14","14/15","-","-","FW","FW","","1986","1986","",""
"חיפהdle","תאמש פריסקין","154701","עמדה","אין בשום מקור","","13/14","-","13/14","-","","","","","","",""
"חיפהdle","תאמש פריסקין","154701","שנת לידה","אין בשום מקור","","13/14","-","13/14","-","","","","","","",""
"חיפהdle","אברהם פאס","","עונות","סתירה","ויקיפדיה מוסיפה 15/16 · המאגר מוסיף 14/15","14/15","15/16","-","-","DF","DF","","1979","1979","",""
"חיפהdle","אברהן קרוז","145822","עמדה","אין בשום מקור","","14/15","-","14/15","-","","","","","","",""
"חיפהdle","אברהן קרוז","145822","שנת לידה","אין בשום מקור","","14/15","-","14/15","-","","","","","","",""
"חיפהdle","איתי שכטר","33841","עונות","סתירה","ויקיפדיה מוסיפה 15/16 · המאגר מוסיף 14/15","14/15","15/16","14/15","14/15","FW","FW","FW","1987","1987","1987",""
"חיפהdle","אלירן עטר","31335","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 14/15 — ייתכן שאלה עונות השאלה","14/15-16/17","15/16-16/17","14/15-16/17","14/15-16/17","FW","FW","FW","1987","1987","1987",""
"חיפהdle","טל בומשטיין","68799","עמדה","אין בשום מקור","","14/15","-","14/15","-","","","","","","",""
"חיפהdle","טל בומשטיין","68799","שנת לידה","אין בשום מקור","","14/15","-","14/15","-","","","","","","",""
"חיפהdle","מוחמד קמארה","164695","עונות","סתירה","ויקיפדיה מוסיפה 15/16 · המאגר מוסיף 14/15","14/15","15/16","14/15","-","MF","MF","","1987","1987","",""
"חיפהdle","עלא געפר","66267","עמדה","אין בשום מקור","","14/15","-","14/15","-","","","","","","",""
"חיפהdle","עלא געפר","66267","שנת לידה","אין בשום מקור","","14/15","-","14/15","-","","","","","","",""
"חיפהdle","אופיר קריאף","27403","עמדה","סתירה","מאגר: MF · ויקיפדיה: DF · worldfootball: MF","15/16","15/16","15/16","15/16","MF","DF","MF","1991","1991","1991",""
"חיפהdle","גיל אופק","7201","עמדה","אין בשום מקור","","15/16-19/20","-","15/16-19/20","-","","","","","","",""
"חיפהdle","גיל אופק","7201","שנת לידה","אין בשום מקור","","15/16-19/20","-","15/16-19/20","-","","","","","","",""
"חיפהdle","גילי ורמוט","22107","עונות","סתירה","ויקיפדיה מוסיפה 17/18 · המאגר מוסיף 15/16","15/16-16/17","16/17-17/18","15/16-16/17","-","MF","","","1985","","",""
"חיפהdle","גילי ורמוט","22107","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","15/16-16/17","16/17-17/18","15/16-16/17","-","MF","","","1985","","",""
"חיפהdle","גליינור פלט","148323","עונות","המאגר קצר מדי","חסרות 16/17","15/16","15/16-16/17","15/16","-","FW","FW","","1987","1987","","""148323"": { ""spells"": [[2016,2017]] }"
"חיפהdle","דוד טוויזר","94548","עמדה","אין בשום מקור","","15/16","-","15/16","-","","","","","","",""
"חיפהdle","דוד טוויזר","94548","שנת לידה","אין בשום מקור","","15/16","-","15/16","-","","","","","","",""
"חיפהdle","יונתן לוי","75866","עונות","סתירה","ויקיפדיה מוסיפה 21/22 · המאגר מוסיף 15/16-16/17","15/16-20/21","17/18-21/22","17/18, 19/20","15/16-20/21","DF","DF","DF","1998","1998","1998",""
"חיפהdle","נטע לביא","115951","עונות","המאגר קצר מדי","חסרות 22/23","15/16-21/22","15/16-22/23","15/16-21/22","15/16-21/22","MF","MF","MF","1996","1996","1996","""115951"": { ""spells"": [[2016,2023]] }"
"חיפהdle","סאן מנחם","60992","עונות","המאגר קצר מדי","חסרות 17/18, 23/24","15/16-16/17, 18/19-22/23","15/16-23/24","15/16-16/17, 18/19-22/23","15/16-16/17, 18/19-22/23","DF","DF","DF","1993","1993","1993","""60992"": { ""spells"": [[2016,2024]] }"
"חיפהdle","עאיד חבשי","67656","עונות","המאגר קצר מדי","חסרות 12/13-14/15, 16/17-17/18","15/16, 18/19-20/21","12/13-20/21","15/16, 18/19-20/21","-","DF","DF","","1995","1995","","""67656"": { ""spells"": [[2013,2021]] }"
"חיפהdle","עופרי ארד","76576","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 15/16-16/17 — ייתכן שאלה עונות השאלה","15/16-22/23","17/18-22/23","18/19-21/22","15/16-21/22","DF","DF","DF","1998","1998","1998",""
"חיפהdle","ערן ביטון","59509","עמדה","אין בשום מקור","","15/16","-","15/16","-","","","","","","",""
"חיפהdle","ערן ביטון","59509","שנת לידה","אין בשום מקור","","15/16","-","15/16","-","","","","","","",""
"חיפהdle","רומאריו פירס","159471","עונות","סתירה","ויקיפדיה מוסיפה 16/17 · המאגר מוסיף 15/16","15/16","16/17","15/16","-","MF","MF","","1989","1989","",""
